Comunidad,Coordenadas Comunidad,ID radio actual,Punto actual más cercano,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
El Agua Dulce,"(19.06937, -103.14609)",MI0928,"(19.05362, -102.87138)",30.63 km,MI5655,"(18.78114, -103.15643)",32.11 km,"https://www.google.com/maps/dir/19.069365,-103.146094/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",32.20 km,"https://www.google.com/maps/dir/19.069365,-103.146094/18.78102875,-103.169136",JL5317,"(19.25054, -103.37932)",32.88 km,"https://www.google.com/maps/dir/19.069365,-103.146094/19.2505444,-103.379317"
Tres Puertas,"(19.98133, -104.92096)",JL1798,"(20.12250, -105.19360)",34.18 km,JL5313,"(19.95192, -105.23999)",35.66 km,"https://www.google.com/maps/dir/19.981329,-104.920963/19.951921,-105.23999",JL2063,"(20.02950, -105.24242)",36.18 km,"https://www.google.com/maps/dir/19.981329,-104.920963/20.029499,-105.242416",JL3789,"(19.93612, -105.24983)",36.95 km,"https://www.google.com/maps/dir/19.981329,-104.920963/19.936117,-105.249832"
El Zarco,"(19.95663, -104.93791)",JL5313,"(19.95192, -105.23999)",33.63 km,JL1798,"(20.12250, -105.19360)",33.93 km,"https://www.google.com/maps/dir/19.956631,-104.937908/20.1225,-105.1936",JL3789,"(19.93612, -105.24983)",34.80 km,"https://www.google.com/maps/dir/19.956631,-104.937908/19.936117,-105.249832",JL2063,"(20.02950, -105.24242)",34.85 km,"https://www.google.com/maps/dir/19.956631,-104.937908/20.029499,-105.242416"
Sangualica,"(18.19520, -103.09252)",MI7528,"(18.07419, -102.75777)",39.62 km,—,—,—,—,—,—,—,—,—,—,—,—
Los Chonchos,"(18.31153, -103.00171)",MI7528,"(18.07419, -102.75777)",37.89 km,MI9776,"(18.73733, -102.79256)",52.81 km,"https://www.google.com/maps/dir/18.311527,-103.001713/18.737333,-102.792557",MI3038,"(18.77230, -103.16224)",54.32 km,"https://www.google.com/maps/dir/18.311527,-103.001713/18.7723,-103.1622444",MI5655,"(18.78114, -103.15643)",55.04 km,"https://www.google.com/maps/dir/18.311527,-103.001713/18.781139,-103.156433"
El Izote,"(18.36864, -103.13033)",MI3038,"(18.77230, -103.16224)",45.08 km,MI5655,"(18.78114, -103.15643)",46.01 km,"https://www.google.com/maps/dir/18.368639,-103.130326/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",46.11 km,"https://www.google.com/maps/dir/18.368639,-103.130326/18.78102875,-103.169136",MI1889,"(18.60000, -103.50139)",48.68 km,"https://www.google.com/maps/dir/18.368639,-103.130326/18.6,-103.501389"
Los Parajes,"(18.34296, -103.08623)",MI7528,"(18.07419, -102.75777)",47.25 km,MI3038,"(18.77230, -103.16224)",48.54 km,"https://www.google.com/maps/dir/18.342961,-103.086234/18.7723,-103.1622444",MI5655,"(18.78114, -103.15643)",49.40 km,"https://www.google.com/maps/dir/18.342961,-103.086234/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",49.63 km,"https://www.google.com/maps/dir/18.342961,-103.086234/18.78102875,-103.169136"
La Guayabillera,"(18.31953, -103.14890)",MI1889,"(18.60000, -103.50139)",50.14 km,MI3038,"(18.77230, -103.16224)",50.42 km,"https://www.google.com/maps/dir/18.319533,-103.148898/18.7723,-103.1622444",MI5655,"(18.78114, -103.15643)",51.39 km,"https://www.google.com/maps/dir/18.319533,-103.148898/18.781139,-103.156433",MI7528,"(18.07419, -102.75777)",51.40 km,"https://www.google.com/maps/dir/18.319533,-103.148898/18.074194,-102.757774"
Vallecitos,"(18.32768, -102.86661)",MI7528,"(18.07419, -102.75777)",30.71 km,—,—,—,—,—,—,—,—,—,—,—,—
Cerro Alto,"(18.34967, -102.72710)",MI7528,"(18.07419, -102.75777)",30.86 km,MI9776,"(18.73733, -102.79256)",43.77 km,"https://www.google.com/maps/dir/18.349673,-102.727101/18.737333,-102.792557",—,—,—,—,—,—,—,—
La Noria,"(18.99769, -101.10928)",MI5707,"(19.05797, -101.40989)",34.13 km,MI0815,"(19.14296, -101.46472)",42.74 km,"https://www.google.com/maps/dir/18.997685,-101.109279/19.14296111,-101.4647167",MI1526,"(19.20737, -101.43131)",42.78 km,"https://www.google.com/maps/dir/18.997685,-101.109279/19.20736944,-101.4313111",MI2479,"(19.17904, -101.44846)",42.82 km,"https://www.google.com/maps/dir/18.997685,-101.109279/19.179039,-101.448456"
Las Pilas,"(18.89994, -101.02086)",MI4262,"(18.64277, -100.89956)",31.65 km,MI1393,"(18.63505, -100.89195)",32.79 km,"https://www.google.com/maps/dir/18.899945,-101.02086/18.63505,-100.89195",MI2334,"(18.62467, -100.90117)",33.41 km,"https://www.google.com/maps/dir/18.899945,-101.02086/18.62467222,-100.901175",MI1685,"(18.62160, -100.88683)",34.39 km,"https://www.google.com/maps/dir/18.899945,-101.02086/18.62160301,-100.8868332"
El Zapote de las Trancas,"(19.05702, -101.06824)",MI5707,"(19.05797, -101.40989)",38.03 km,MI0352,"(19.38686, -101.27492)",43.33 km,"https://www.google.com/maps/dir/19.057018,-101.068242/19.38686111,-101.2749167",MI1526,"(19.20737, -101.43131)",43.75 km,"https://www.google.com/maps/dir/19.057018,-101.068242/19.20736944,-101.4313111",MI2458,"(19.42190, -101.21420)",43.75 km,"https://www.google.com/maps/dir/19.057018,-101.068242/19.421898,-101.214195"
La CaÃ±ada,"(18.90413, -101.00686)",MI4262,"(18.64277, -100.89956)",31.45 km,MI1393,"(18.63505, -100.89195)",32.57 km,"https://www.google.com/maps/dir/18.904133,-101.006861/18.63505,-100.89195",MI2334,"(18.62467, -100.90117)",33.26 km,"https://www.google.com/maps/dir/18.904133,-101.006861/18.62467222,-100.901175",MI1685,"(18.62160, -100.88683)",34.17 km,"https://www.google.com/maps/dir/18.904133,-101.006861/18.62160301,-100.8868332"
El Huarache,"(19.01206, -101.03707)",MI5707,"(19.05797, -101.40989)",41.82 km,MI1577,"(19.09128, -100.66348)",42.51 km,"https://www.google.com/maps/dir/19.012063,-101.037071/19.091278,-100.663475",MI4262,"(18.64277, -100.89956)",43.87 km,"https://www.google.com/maps/dir/19.012063,-101.037071/18.642769,-100.899559",MI1393,"(18.63505, -100.89195)",44.97 km,"https://www.google.com/maps/dir/19.012063,-101.037071/18.63505,-100.89195"
El Tigre,"(19.01871, -101.00980)",MI1577,"(19.09128, -100.66348)",39.39 km,MI4262,"(18.64277, -100.89956)",43.61 km,"https://www.google.com/maps/dir/19.018714,-101.009801/18.642769,-100.899559",MI1393,"(18.63505, -100.89195)",44.68 km,"https://www.google.com/maps/dir/19.018714,-101.009801/18.63505,-100.89195",MI5707,"(19.05797, -101.40989)",44.75 km,"https://www.google.com/maps/dir/19.018714,-101.009801/19.057972,-101.409889"
La Yerbabuena,"(19.15569, -101.07084)",MI2458,"(19.42190, -101.21420)",33.66 km,MI0352,"(19.38686, -101.27492)",34.33 km,"https://www.google.com/maps/dir/19.15569,-101.070839/19.38686111,-101.2749167",MI1530,"(19.42400, -100.90378)",35.18 km,"https://www.google.com/maps/dir/19.15569,-101.070839/19.424,-100.903778",MI5675,"(19.39272, -101.28130)",35.29 km,"https://www.google.com/maps/dir/19.15569,-101.070839/19.392723,-101.281303"
La Payla,"(18.92630, -101.08897)",MI5707,"(19.05797, -101.40989)",38.61 km,MI1393,"(18.63505, -100.89195)",39.14 km,"https://www.google.com/maps/dir/18.926302,-101.088969/18.63505,-100.89195",MI2334,"(18.62467, -100.90117)",39.55 km,"https://www.google.com/maps/dir/18.926302,-101.088969/18.62467222,-100.901175",MI1685,"(18.62160, -100.88683)",40.70 km,"https://www.google.com/maps/dir/18.926302,-101.088969/18.62160301,-100.8868332"
La Encinera Blanca,"(18.45820, -103.15157)",MI3038,"(18.77230, -103.16224)",34.99 km,MI5655,"(18.78114, -103.15643)",35.95 km,"https://www.google.com/maps/dir/18.458199,-103.151569/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",35.99 km,"https://www.google.com/maps/dir/18.458199,-103.151569/18.78102875,-103.169136",MI1889,"(18.60000, -103.50139)",42.02 km,"https://www.google.com/maps/dir/18.458199,-103.151569/18.6,-103.501389"
Las Juntas,"(18.43341, -103.10928)",MI3038,"(18.77230, -103.16224)",38.18 km,MI5655,"(18.78114, -103.15643)",39.06 km,"https://www.google.com/maps/dir/18.433414,-103.109278/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",39.27 km,"https://www.google.com/maps/dir/18.433414,-103.109278/18.78102875,-103.169136",MI1889,"(18.60000, -103.50139)",47.43 km,"https://www.google.com/maps/dir/18.433414,-103.109278/18.6,-103.501389"
El Izote,"(18.45763, -102.92201)",MI9776,"(18.73733, -102.79256)",34.31 km,MI3038,"(18.77230, -103.16224)",44.07 km,"https://www.google.com/maps/dir/18.457633,-102.922008/18.7723,-103.1622444",MI5655,"(18.78114, -103.15643)",44.47 km,"https://www.google.com/maps/dir/18.457633,-102.922008/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",45.31 km,"https://www.google.com/maps/dir/18.457633,-102.922008/18.78102875,-103.169136"
Tres Cerritos,"(18.45660, -103.11381)",MI3038,"(18.77230, -103.16224)",35.55 km,MI5655,"(18.78114, -103.15643)",36.44 km,"https://www.google.com/maps/dir/18.456602,-103.113813/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",36.64 km,"https://www.google.com/maps/dir/18.456602,-103.113813/18.78102875,-103.169136",MI1889,"(18.60000, -103.50139)",46.00 km,"https://www.google.com/maps/dir/18.456602,-103.113813/18.6,-103.501389"
La Limita,"(18.36265, -103.04072)",MI7528,"(18.07419, -102.75777)",44.98 km,MI3038,"(18.77230, -103.16224)",47.57 km,"https://www.google.com/maps/dir/18.362648,-103.040715/18.7723,-103.1622444",MI5655,"(18.78114, -103.15643)",48.33 km,"https://www.google.com/maps/dir/18.362648,-103.040715/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",48.72 km,"https://www.google.com/maps/dir/18.362648,-103.040715/18.78102875,-103.169136"
Los Parajes,"(18.36143, -102.95876)",MI7528,"(18.07419, -102.75777)",39.02 km,MI9776,"(18.73733, -102.79256)",45.75 km,"https://www.google.com/maps/dir/18.361426,-102.958756/18.737333,-102.792557",MI3038,"(18.77230, -103.16224)",51.04 km,"https://www.google.com/maps/dir/18.361426,-102.958756/18.7723,-103.1622444",MI5655,"(18.78114, -103.15643)",51.65 km,"https://www.google.com/maps/dir/18.361426,-102.958756/18.781139,-103.156433"
El Casual,"(18.41733, -102.95562)",MI9776,"(18.73733, -102.79256)",39.98 km,MI7528,"(18.07419, -102.75777)",44.09 km,"https://www.google.com/maps/dir/18.417332,-102.955621/18.074194,-102.757774",MI3038,"(18.77230, -103.16224)",45.72 km,"https://www.google.com/maps/dir/18.417332,-102.955621/18.7723,-103.1622444",MI5655,"(18.78114, -103.15643)",46.26 km,"https://www.google.com/maps/dir/18.417332,-102.955621/18.781139,-103.156433"
La Patacuera,"(18.37257, -103.06580)",MI3038,"(18.77230, -103.16224)",45.78 km,MI5655,"(18.78114, -103.15643)",46.59 km,"https://www.google.com/maps/dir/18.372565,-103.065804/18.781139,-103.156433",MI0488,"(18.78103, -103.16914)",46.90 km,"https://www.google.com/maps/dir/18.372565,-103.065804/18.78102875,-103.169136",MI7528,"(18.07419, -102.75777)",47.74 km,"https://www.google.com/maps/dir/18.372565,-103.065804/18.074194,-102.757774"
La Sierrita,"(18.39344, -102.71045)",MI7528,"(18.07419, -102.75777)",35.93 km,MI9776,"(18.73733, -102.79256)",39.36 km,"https://www.google.com/maps/dir/18.393436,-102.710446/18.737333,-102.792557",MI5684,"(18.36263, -102.29986)",45.83 km,"https://www.google.com/maps/dir/18.393436,-102.710446/18.362625,-102.2998639",MI4116,"(18.39137, -102.29289)",46.48 km,"https://www.google.com/maps/dir/18.393436,-102.710446/18.391369,-102.292892"
El Manguito,"(18.46420, -102.85979)",MI9776,"(18.73733, -102.79256)",31.31 km,MI7528,"(18.07419, -102.75777)",44.88 km,"https://www.google.com/maps/dir/18.464204,-102.859786/18.074194,-102.757774",—,—,—,—,—,—,—,—
La Vinata,"(22.88279, -105.09650)",NA7565,"(22.63707, -105.31837)",36.85 km,NA0226,"(22.51984, -105.34442)",48.93 km,"https://www.google.com/maps/dir/22.882787,-105.096502/22.519838,-105.344419",NA4245,"(22.49835, -105.32586)",49.83 km,"https://www.google.com/maps/dir/22.882787,-105.096502/22.498352,-105.325859",NA7440,"(22.50514, -105.35680)",51.06 km,"https://www.google.com/maps/dir/22.882787,-105.096502/22.50514,-105.3568"
El Carrizo,"(22.82530, -105.05835)",NA7565,"(22.63707, -105.31837)",35.73 km,NA0226,"(22.51984, -105.34442)",46.59 km,"https://www.google.com/maps/dir/22.825297,-105.058348/22.519838,-105.344419",NA4245,"(22.49835, -105.32586)",47.03 km,"https://www.google.com/maps/dir/22.825297,-105.058348/22.498352,-105.325859",NA7440,"(22.50514, -105.35680)",48.72 km,"https://www.google.com/maps/dir/22.825297,-105.058348/22.50514,-105.3568"
El Nogal,"(21.73308, -104.49515)",NA5833,"(21.44087, -104.48832)",32.54 km,NA0195,"(21.50351, -104.70170)",34.38 km,"https://www.google.com/maps/dir/21.733081,-104.495153/21.503514,-104.701703",NA0221,"(21.46807, -104.65590)",34.50 km,"https://www.google.com/maps/dir/21.733081,-104.495153/21.46807,-104.6559",NA5834,"(21.42382, -104.44885)",34.81 km,"https://www.google.com/maps/dir/21.733081,-104.495153/21.423822,-104.448845"
El CaligÃ¼ey,"(22.15539, -104.40000)",NA0194,"(21.94281, -104.99812)",70.66 km,NA2847,"(21.66886, -104.84350)",73.29 km,"https://www.google.com/maps/dir/22.155392,-104.399997/21.66886111,-104.8435",NA0907,"(22.14175, -105.09664)",77.57 km,"https://www.google.com/maps/dir/22.155392,-104.399997/22.14175,-105.096642",NA0220,"(21.94192, -105.07856)",79.19 km,"https://www.google.com/maps/dir/22.155392,-104.399997/21.941915,-105.078556"
Barbechitos,"(22.31315, -104.40482)",NA0194,"(21.94281, -104.99812)",77.86 km,NA0907,"(22.14175, -105.09664)",79.34 km,"https://www.google.com/maps/dir/22.313152,-104.404824/22.14175,-105.096642",NA0199,"(22.05219, -105.11579)",84.31 km,"https://www.google.com/maps/dir/22.313152,-104.404824/22.05218778,-105.1157858",NA0220,"(21.94192, -105.07856)",85.63 km,"https://www.google.com/maps/dir/22.313152,-104.404824/21.941915,-105.078556"
Las Calandrias,"(22.14454, -104.76314)",NA0194,"(21.94281, -104.99812)",34.47 km,NA0907,"(22.14175, -105.09664)",37.13 km,"https://www.google.com/maps/dir/22.144538,-104.763141/22.14175,-105.096642",NA0199,"(22.05219, -105.11579)",40.58 km,"https://www.google.com/maps/dir/22.144538,-104.763141/22.05218778,-105.1157858",NA0220,"(21.94192, -105.07856)",41.73 km,"https://www.google.com/maps/dir/22.144538,-104.763141/21.941915,-105.078556"
Mesa de TomÃ¡s,"(22.55019, -104.75076)",NA4258,"(22.26860, -105.20875)",59.85 km,DU0496,"(23.07844, -104.54656)",63.05 km,"https://www.google.com/maps/dir/22.550187,-104.75076/23.078444,-104.546556",NA0228,"(22.39346, -105.30152)",63.75 km,"https://www.google.com/maps/dir/22.550187,-104.75076/22.393465,-105.301525",NA7565,"(22.63707, -105.31837)",63.92 km,"https://www.google.com/maps/dir/22.550187,-104.75076/22.63707,-105.31837"
Tierras Blancas,"(22.11799, -104.74018)",NA0194,"(21.94281, -104.99812)",34.71 km,NA0907,"(22.14175, -105.09664)",39.77 km,"https://www.google.com/maps/dir/22.117994,-104.740179/22.14175,-105.096642",NA0199,"(22.05219, -105.11579)",42.45 km,"https://www.google.com/maps/dir/22.117994,-104.740179/22.05218778,-105.1157858",NA0220,"(21.94192, -105.07856)",42.46 km,"https://www.google.com/maps/dir/22.117994,-104.740179/21.941915,-105.078556"
El Carrizo,"(22.21957, -104.78110)",NA0907,"(22.14175, -105.09664)",36.18 km,NA0194,"(21.94281, -104.99812)",39.15 km,"https://www.google.com/maps/dir/22.219575,-104.7811/21.942811,-104.998118",NA0199,"(22.05219, -105.11579)",41.66 km,"https://www.google.com/maps/dir/22.219575,-104.7811/22.05218778,-105.1157858",NA0220,"(21.94192, -105.07856)",45.30 km,"https://www.google.com/maps/dir/22.219575,-104.7811/21.941915,-105.078556"
Los Carrizos,"(22.54065, -104.83501)",NA4258,"(22.26860, -105.20875)",51.46 km,NA0907,"(22.14175, -105.09664)",53.10 km,"https://www.google.com/maps/dir/22.540645,-104.835013/22.14175,-105.096642",NA0228,"(22.39346, -105.30152)",54.46 km,"https://www.google.com/maps/dir/22.540645,-104.835013/22.393465,-105.301525",NA4245,"(22.49835, -105.32586)",54.84 km,"https://www.google.com/maps/dir/22.540645,-104.835013/22.498352,-105.325859"
La Cueva,"(22.10200, -104.40665)",NA0194,"(21.94281, -104.99812)",68.18 km,NA2847,"(21.66886, -104.84350)",68.48 km,"https://www.google.com/maps/dir/22.101996,-104.406653/21.66886111,-104.8435",NA5833,"(21.44087, -104.48832)",74.16 km,"https://www.google.com/maps/dir/22.101996,-104.406653/21.440872,-104.488319",NA0195,"(21.50351, -104.70170)",74.28 km,"https://www.google.com/maps/dir/22.101996,-104.406653/21.503514,-104.701703"
La Puerta,"(22.32551, -104.44520)",NA0907,"(22.14175, -105.09664)",75.35 km,NA0199,"(22.05219, -105.11579)",80.61 km,"https://www.google.com/maps/dir/22.325506,-104.445198/22.05218778,-105.1157858",NA0220,"(21.94192, -105.07856)",82.43 km,"https://www.google.com/maps/dir/22.325506,-104.445198/21.941915,-105.078556",DU0496,"(23.07844, -104.54656)",84.57 km,"https://www.google.com/maps/dir/22.325506,-104.445198/23.078444,-104.546556"
El Contrabando,"(21.64352, -104.09865)",NA5834,"(21.42382, -104.44885)",46.02 km,NA5833,"(21.44087, -104.48832)",48.89 km,"https://www.google.com/maps/dir/21.643517,-104.098647/21.440872,-104.488319",NA0192,"(21.42181, -104.61091)",62.14 km,"https://www.google.com/maps/dir/21.643517,-104.098647/21.42181389,-104.6109083",ZA1169,"(21.50249, -103.55792)",62.21 km,"https://www.google.com/maps/dir/21.643517,-104.098647/21.502486,-103.557917"
Tierra Blanca,"(21.88531, -104.34051)",NA5833,"(21.44087, -104.48832)",52.14 km,NA5834,"(21.42382, -104.44885)",52.77 km,"https://www.google.com/maps/dir/21.885312,-104.340514/21.423822,-104.448845",NA0221,"(21.46807, -104.65590)",58.22 km,"https://www.google.com/maps/dir/21.885312,-104.340514/21.46807,-104.6559",NA0195,"(21.50351, -104.70170)",58.51 km,"https://www.google.com/maps/dir/21.885312,-104.340514/21.503514,-104.701703"
La Colorada,"(21.65194, -103.99662)",ZA1169,"(21.50249, -103.55792)",51.59 km,NA5834,"(21.42382, -104.44885)",56.38 km,"https://www.google.com/maps/dir/21.651939,-103.996617/21.423822,-104.448845",JL8886,"(21.98111, -103.58889)",58.33 km,"https://www.google.com/maps/dir/21.651939,-103.996617/21.981111,-103.588889",NA5833,"(21.44087, -104.48832)",59.57 km,"https://www.google.com/maps/dir/21.651939,-103.996617/21.440872,-104.488319"
Breyera,"(21.78390, -104.20987)",NA5834,"(21.42382, -104.44885)",48.11 km,NA5833,"(21.44087, -104.48832)",49.18 km,"https://www.google.com/maps/dir/21.783901,-104.209873/21.440872,-104.488319",NA0192,"(21.42181, -104.61091)",60.15 km,"https://www.google.com/maps/dir/21.783901,-104.209873/21.42181389,-104.6109083",NA0221,"(21.46807, -104.65590)",60.84 km,"https://www.google.com/maps/dir/21.783901,-104.209873/21.46807,-104.6559"
La Colmena,"(21.85520, -104.29786)",NA5833,"(21.44087, -104.48832)",50.76 km,NA5834,"(21.42382, -104.44885)",50.88 km,"https://www.google.com/maps/dir/21.855201,-104.297858/21.423822,-104.448845",NA0221,"(21.46807, -104.65590)",58.70 km,"https://www.google.com/maps/dir/21.855201,-104.297858/21.46807,-104.6559",NA0192,"(21.42181, -104.61091)",59.51 km,"https://www.google.com/maps/dir/21.855201,-104.297858/21.42181389,-104.6109083"
San Lucas,"(21.52611, -104.02444)",NA5834,"(21.42382, -104.44885)",48.60 km,JL3719,"(21.06036, -104.05015)",51.93 km,"https://www.google.com/maps/dir/21.52611,-104.024444/21.060359,-104.05015",ZA1169,"(21.50249, -103.55792)",52.00 km,"https://www.google.com/maps/dir/21.52611,-104.024444/21.502486,-103.557917",NA5833,"(21.44087, -104.48832)",52.50 km,"https://www.google.com/maps/dir/21.52611,-104.024444/21.440872,-104.488319"
Tapias Coloradas,"(21.91405, -104.25230)",NA5833,"(21.44087, -104.48832)",58.86 km,NA0221,"(21.46807, -104.65590)",66.96 km,"https://www.google.com/maps/dir/21.91405,-104.252301/21.46807,-104.6559",NA0195,"(21.50351, -104.70170)",67.76 km,"https://www.google.com/maps/dir/21.91405,-104.252301/21.503514,-104.701703",NA0192,"(21.42181, -104.61091)",67.80 km,"https://www.google.com/maps/dir/21.91405,-104.252301/21.42181389,-104.6109083"
Arroyo Verde,"(21.37732, -103.99060)",JL3719,"(21.06036, -104.05015)",35.90 km,JL7658,"(21.05342, -104.04722)",36.60 km,"https://www.google.com/maps/dir/21.377318,-103.990599/21.05341667,-104.0472222",JL6583,"(21.01578, -104.15872)",44.39 km,"https://www.google.com/maps/dir/21.377318,-103.990599/21.015778,-104.158722",JL4257,"(20.96484, -104.07577)",46.89 km,"https://www.google.com/maps/dir/21.377318,-103.990599/20.964837,-104.075775"
